date,slot,model,load_kw,pv_kw,actual_price,grid_kwh,charge_kwh,discharge_kwh,soc_kwh,emergency_kwh
2025-03-20,27,Q3,3513.51,0.0,0.452,597.1341749999999,0.0,0.0,10050.0,0.0
2025-03-20,28,Q3,3598.3779,0.0271,0.4646,606.3024194999999,0.0,0.0,10050.0,0.0
2025-03-20,29,Q3,3700.4359,0.0,0.4561,613.4779160833332,0.0,0.0,10050.0,3.2614005833333977
2025-03-20,30,Q3,3753.57,0.0,0.4379,601.9390749999999,0.0,0.0,10050.0,23.65592500000014
2025-03-20,31,Q3,3716.9811,0.3776,0.4177,586.0236018333334,0.0,0.0,10050.0,33.410314833333246
2025-03-20,32,Q3,3707.0664,0.0,0.464,599.8964161666667,0.0,0.0,10050.0,17.947983833333296
2025-03-20,33,Q3,3642.69,0.0,0.4802,625.8205,0.0,0.0,10050.0,0.0
2025-03-20,34,Q3,3457.8398,5.2594,0.352,1437.88579475,833.3333333333333,0.0,10800.0,0.0
2025-03-20,35,Q3,4028.7787,0.0,0.5794,672.4726141666666,0.0,-0.0,10800.0,0.0
2025-03-20,36,Q3,4962.09,0.0,1.0185,0.0,0.0,818.2586583333334,9890.823712962963,8.756341666666572
2025-03-20,37,Q3,4905.1198,153.4202,0.995,0.0,0.0,779.8856840694442,9024.284063996914,12.064249263889224
2025-03-20,38,Q3,4660.8239,401.044,0.8932,0.0,0.0,702.4421434305555,8243.79279351852,7.521173236111281
2025-03-20,39,Q3,4703.75,675.525,0.9281,0.0,0.0,609.6516264583333,7566.402097453705,61.71920687499994
2025-03-20,40,Q3,4726.9008,952.6316,0.9231,0.0,0.0,561.8780412361109,6942.093162746915,67.16682543055572
2025-03-20,41,Q3,4819.4733,1302.5378,0.902,0.0,0.0,519.756350597222,6364.5861065277795,66.39956606944463
2025-03-20,42,Q3,4880.33,1693.2375,0.8707,0.0,0.0,476.89246604166647,5834.705588703706,54.28961729166679
2025-03-20,43,Q3,4689.3761,2009.9231,0.7992,0.0,0.0,412.6441159027775,5376.212126589508,33.93138409722252
2025-03-20,44,Q3,4713.3646,2305.9149,0.7957,0.0,0.0,377.35835618055546,4956.9250641666695,23.883260486111112
2025-03-20,45,Q3,4827.2,2609.7375,0.8046,0.0,0.0,324.97317854166664,4595.843754675929,44.603904791666594
2025-03-20,46,Q3,4578.156,2894.0148,0.7001,0.0,0.0,227.96724806944417,4342.546812376546,52.72295193055584
2025-03-20,47,Q3,5187.0368,3179.5684,0.8467,0.0,0.0,305.3307220138888,4003.290454583336,29.24734465277777
2025-03-20,48,Q3,6405.59,3476.5125,1.1788,0.0,0.0,457.3857764583333,3495.084036296299,30.793806875000087
2025-03-20,49,Q3,6658.0486,3761.2255,1.2356,0.0,0.0,415.0225965138889,3033.9478179475336,67.7812534861111
2025-03-20,50,Q3,6606.6001,3976.3717,1.1876,0.0,0.0,346.5810166527774,2648.8577994444477,91.79038334722247
2025-03-20,51,Q3,6687.27,4220.325,1.1569,0.0,0.0,305.8613368749997,2309.011869583337,105.29616312500036
2025-03-20,52,Q3,6649.776,4653.7429,1.0869,0.0,0.0,225.62325026388888,2058.3193692901273,107.04893306944436
2025-03-20,53,Q3,6705.5335,5037.5027,1.0527,0.0,0.0,195.2219505694442,1841.4060908796337,82.78318276388902
2025-03-20,54,Q3,6757.81,5180.8875,1.068,0.0,0.0,169.6225202083334,1652.9366239814854,93.19789645833333
2025-03-20,55,Q3,6494.2004,5166.4978,1.0672,0.0,0.0,122.1862866805554,1517.1740832253126,99.0974799861112
2025-03-20,56,Q3,6436.4392,5533.329,1.0563,0.0,0.0,78.89889723611108,1429.5086418518558,71.6194694305556
2025-03-20,57,Q3,6570.85,6107.7375,1.0344,0.0,0.0,52.822270208333165,1370.8172305092635,24.36314645833353
2025-03-20,58,Q3,6399.3635,6182.795,0.9937,0.0,0.0,36.89173268055555,1329.8264164197574,0.0
2025-03-20,59,Q3,6445.9301,6198.386,0.9971,0.0,0.0,0.0,1329.8264164197574,41.25734999999986
2025-03-20,60,Q3,6697.43,6426.1875,1.0131,0.0,0.0,0.0,1329.8264164197574,45.20708333333338
2025-03-20,61,Q3,6577.9956,6675.2481,0.948,0.0,0.0,0.0,1329.8264164197574,0.0
2025-03-20,62,Q3,6445.2772,6774.004,0.9058,0.0,0.0,0.0,1329.8264164197574,0.0
2025-03-20,63,Q3,6473.61,6879.075,0.9279,0.0,0.0,0.0,1329.8264164197574,0.0
2025-03-20,64,Q3,6454.2353,7268.5137,0.927,0.0,0.0,0.0,1329.8264164197574,0.0
2025-03-20,65,Q3,6352.336,7455.3554,0.7628,0.0,0.0,0.0,1329.8264164197574,0.0
2025-03-20,66,Q3,6279.9,7263.0,0.544,0.0,0.0,0.0,1329.8264164197574,0.0
2025-03-20,67,Q3,6362.0436,7021.6679,0.5346,504.1784242499999,0.0,0.0,1329.8264164197574,0.0
2025-03-20,68,Q3,6393.8373,7052.8842,0.5872,177.2929425174858,0.0,0.0,1329.8264164197574,0.0
2025-03-20,69,Q3,6360.1,7317.5625,0.577,537.2150208333333,0.0,0.0,1329.8264164197574,0.0
2025-03-20,70,Q3,6424.0276,7505.6333,0.5241,554.9174731666665,0.0,0.0,1329.8264164197574,0.0
2025-03-20,71,Q3,6379.6216,7635.0323,0.5111,563.6338585833332,0.0,0.0,1329.8264164197574,0.0
2025-03-20,72,Q3,6168.32,7818.45,0.5158,526.5529375000001,511.4605539034556,0.0,1790.1409149328674,0.0
2025-03-20,73,Q3,5958.8116,8082.9395,0.4519,574.0039038888889,833.3333333333333,0.0,2540.1409149328674,0.0
2025-03-20,74,Q3,5855.2299,8090.5707,0.4435,619.0770767777778,833.3333333333333,0.0,3290.1409149328674,0.0
2025-03-20,75,Q3,5883.66,7709.3625,0.4915,647.5424333333331,833.3333333333333,0.0,4040.1409149328674,0.0
2025-03-20,76,Q3,6006.2794,7205.256,0.4972,675.6118412222223,833.3333333333333,0.0,4790.140914932867,0.0
2025-03-20,77,Q3,6168.3548,7206.9442,0.6604,537.1709417361112,833.3333333333333,0.0,5540.140914932867,123.06415826388874
2025-03-20,78,Q3,6351.38,7525.8,0.9001,0.0,224.54873270833326,0.0,5742.234774370368,28.812066041666583
2025-03-20,79,Q3,6510.6216,7339.075,0.9125,0.0,193.2491885416665,0.0,5916.1590440578675,55.17362187499995
2025-03-20,80,Q3,6358.8315,6900.6338,0.919,0.0,171.0978158749995,0.0,6070.147078345367,80.79743254166627
2025-03-20,81,Q3,6039.3,6610.0125,0.9817,0.0,190.32392645833318,0.0,6241.438612157866,95.20517645833324
2025-03-20,82,Q3,6028.9848,6642.1795,0.9361,0.0,121.80685745833316,0.0,6351.064783870366,19.607740791666487
2025-03-20,83,Q3,6177.7813,6806.5377,0.8829,0.0,122.9452361250001,0.0,6461.715496382866,18.152502791666734
2025-03-20,84,Q3,6280.02,6799.95,0.8924,0.0,146.24897437499982,0.0,6593.339573320366,59.59397437499993
2025-03-20,85,Q3,6283.4823,6453.6137,0.9351,0.0,97.12303920833332,0.0,6680.750308607866,68.76780587499996
2025-03-20,86,Q3,6314.912,6203.5886,0.9817,0.0,48.397395708333136,0.0,6724.307964745366,66.95129570833316
2025-03-20,87,Q3,6352.79,6115.6875,1.0267,0.0,21.596455624999933,0.0,6743.744774807866,61.11353895833326
2025-03-20,88,Q3,6259.4213,5837.6616,1.0547,0.0,0.0,59.88926562500029,6677.201146335643,10.404017708332972
2025-03-20,89,Q3,6190.1146,5431.9635,0.9267,0.0,0.0,99.36903204166663,6566.791110733791,26.989484625000046
2025-03-20,90,Q3,6156.64,5072.775,0.7137,1021.9143727109055,833.3333333333333,0.0,7316.791110733791,0.0
2025-03-20,91,Q3,6039.3659,4855.4545,0.6525,1206.8007100833333,833.3333333333333,0.0,8066.791110733791,0.0
2025-03-20,92,Q3,6054.6789,4561.8383,0.6799,1064.472030986111,833.3333333333333,0.0,8816.791110733791,17.668069013888953
2025-03-20,93,Q3,6187.68,4146.825,0.7301,1129.528317291667,833.3333333333333,0.0,9566.791110733791,43.94751604166629
2025-03-20,94,Q3,6195.3721,3778.6785,0.805,585.8070565226382,240.97737200874892,0.0,9783.670745541665,57.95258215277738
2025-03-20,95,Q3,6186.1376,3471.4229,0.8788,544.4857927500001,170.712715347222,0.0,9937.312189354165,78.67937259722191
